"Long (WMORTG)" "Short (FF)"
"964" 10.05 9.05
"965" 10.03 9.02
"966" 10.16 9.18
"967" 10.11 8.93
"968" 9.95 8.76
"969" 9.92 8.72
"970" 9.82 8.8
"971" 9.82 8.69
"972" 9.79 8.46
"973" 9.72 8.46
"974" 9.74 8.51
"975" 9.74 8.52
"976" 9.76 8.47
"977" 9.75 8.52
"978" 9.69 8.38
"979" 9.78 8.32
"980" 9.83 8.22
"981" 9.8 8.2
"982" 9.9 8.23
"983" 10.05 8.24
"984" 10.17 8.22
"985" 10.21 8.21
"986" 10.1 8.25
"987" 10.31 8.27
"988" 10.23 8.28
"989" 10.29 8.27
"990" 10.34 8.27
"991" 10.26 8.26
"992" 10.22 8.33
"993" 10.26 8.25
"994" 10.25 8.27
"995" 10.41 8.24
"996" 10.56 8.12
"997" 10.67 8.2
"998" 10.54 8.16
"999" 10.37 8.22
"1000" 10.33 8.19
"1001" 10.29 8.26
"1002" 10.1 8.3
"1003" 10.12 8.28
"1004" 10.16 8.28
"1005" 10.15 8.33
"1006" 10.06 8.28
"1007" 10.11 8.14
"1008" 9.99 8.05
"1009" 9.98 8.03
"1010" 9.84 8.07
"1011" 10.08 8.13
"1012" 10.05 8.3
"1013" 10.29 8.08
"1014" 10.24 8.25
"1015" 10.19 8.12
"1016" 10.13 8.18
"1017" 10.16 8.26
"1018" 10.22 8.23
"1019" 10.08 8.2
"1020" 10.22 7.96
"1021" 10.24 7.99
"1022" 10.17 8.17
"1023" 10.13 7.97
"1024" 10.09 7.94
"1025" 10.02 7.8
"1026" 9.93 7.56
"1027" 9.9 7.6
"1028" 9.81 7.25
"1029" 9.56 7.29
"1030" 9.64 7.16
"1031" 9.68 7.17
"1032" 9.56 6.4
"1033" 9.63 6.77
"1034" 9.75 6.88
"1035" 9.61 7.46
"1036" 9.56 6.32
"1037" 9.36 6.29
"1038" 9.25 6.26
"1039" 9.29 6.31
"1040" 9.4 6.47
"1041" 9.49 6.17
"1042" 9.5 6.1
"1043" 9.59 6.1
"1044" 9.52 6
"1045" 9.49 5.9
"1046" 9.48 5.69
"1047" 9.47 5.92
"1048" 9.53 5.92
"1049" 9.47 5.79
"1050" 9.47 5.78
"1051" 9.5 5.79
"1052" 9.47 5.72
"1053" 9.45 5.91
"1054" 9.48 5.75
"1055" 9.66 5.78
"1056" 9.65 5.79
"1057" 9.67 6.34
"1058" 9.62 5.79
"1059" 9.64 5.85
"1060" 9.54 5.75
"1061" 9.5 5.79
"1062" 9.44 5.83
"1063" 9.27 5.62
"1064" 9.19 5.68
"1065" 9.17 5.58
"1066" 9.15 5.6
"1067" 9.14 5.56
"1068" 9.02 5.44
"1069" 8.95 5.29
"1070" 8.92 5.33
"1071" 8.87 5.19
"1072" 8.82 5.28
"1073" 8.82 5.24
"1074" 8.91 5.1
"1075" 8.78 5.05
"1076" 8.76 4.74
"1077" 8.69 4.89
"1078" 8.63 4.68
"1079" 8.7 4.79
"1080" 8.62 4.54
"1081" 8.53 4.49
"1082" 8.49 4.22
"1083" 8.35 4.19
"1084" 8.24 4.19
"1085" 8.23 4.01
"1086" 8.45 3.87
"1087" 8.56 4.01
"1088" 8.68 4.17
"1089" 8.67 3.93
"1090" 8.73 4.2
"1091" 8.82 3.96
"1092" 8.83 4.08
"1093" 8.85 3.95
"1094" 8.88 4.04
"1095" 9.03 3.94
"1096" 8.98 4.09
"1097" 8.96 3.98
"1098" 8.84 3.65
"1099" 8.76 3.47
"1100" 8.85 3.65
"1101" 8.84 3.77
"1102" 8.75 3.84
"1103" 8.64 3.89
"1104" 8.53 3.8
"1105" 8.6 3.85
"1106" 8.59 3.69
"1107" 8.54 3.73
"1108" 8.48 3.72
"1109" 8.43 3.87
"1110" 8.29 3.24
"1111" 8.13 3.28
"1112" 8.09 3.22
"1113" 8.08 3.18
"1114" 8.05 3.33
"1115" 8.06 3.24
"1116" 7.96 3.33
"1117" 7.87 3.27
"1118" 8.01 3.33
"1119" 7.94 3.09
"1120" 7.84 3.28
"1121" 7.89 3.07
"1122" 8.02 3.41
"1123" 7.93 3.2
"1124" 8.01 3.2
"1125" 8.06 3.05
"1126" 8.23 2.96
"1127" 8.21 3.07
"1128" 8.29 2.91
"1129" 8.32 2.97
"1130" 8.32 3.1
"1131" 8.29 3.37
"1132" 8.34 2.94
"1133" 8.23 2.93
"1134" 8.19 2.94
"1135" 8.13 2.86
"1136" 8.14 3.03
"1137" 8.07 2.98
"1138" 8.04 3.1
"1139" 8 2.94
"1140" 7.86 3.15
"1141" 7.8 2.92
"1142" 7.75 3.06
"1143" 7.65 2.91
"1144" 7.53 3.24
"1145" 7.44 3.02
"1146" 7.47 3.04
"1147" 7.57 2.93
"1148" 7.5 3.18
"1149" 7.53 3.11
